"","X","State","Date","BinaryPiracyIncident","TotalViolentIncidents","TotalCasualties","CoastalCasualties","InlandCasualties","CoastalIncidents","InlandIncidents","GDPpc","Population","Unemployment","FishStocks","Military","Trade","CoastlineLength","Ports","ChokepointDistance1","ChokepointDistance2","Chokepoints","MajorShippingLane","OngoingCivilWar","StateFragility","StateReach","CountPiracyIncidents","Monsoon","Year"
"286",3036,"Egypt","Dec 1995",0,9,13,12,1,8,1,965.11073,62334034,11.03999996,67839.57964,2.643807548,50.24509804,2450,35,0,0,3,1,0,16,1.179593,0,0,"1995"
"287",3037,"Egypt","Jan 1996",0,9,12,12,0,9,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"288",3038,"Egypt","Feb 1996",0,5,7,7,0,5,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"289",3039,"Egypt","Mar 1996",0,18,36,36,0,18,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"290",3040,"Egypt","Apr 1996",0,0,0,0,0,0,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"291",3041,"Egypt","May 1996",0,4,25,25,0,3,1,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"292",3042,"Egypt","Jun 1996",0,2,3,3,0,2,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"293",3043,"Egypt","Jul 1996",0,3,5,5,0,3,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"294",3044,"Egypt","Aug 1996",0,6,7,7,0,6,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"295",3045,"Egypt","Sep 1996",0,11,21,21,0,11,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"296",3046,"Egypt","Oct 1996",0,10,16,16,0,8,2,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"297",3047,"Egypt","Nov 1996",0,9,20,20,0,9,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"298",3048,"Egypt","Dec 1996",0,4,6,6,0,4,0,1063.333095,63601629,9,63288.14121,1.372321482,46.94856146,2450,35,0,0,3,1,0,15,1.179593,0,0,"1996"
"299",3049,"Egypt","Jan 1997",0,3,3,3,0,3,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"300",3050,"Egypt","Feb 1997",0,4,6,6,0,4,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"301",3051,"Egypt","Mar 1997",0,3,16,16,0,3,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"302",3052,"Egypt","Apr 1997",0,1,0,0,0,1,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"303",3053,"Egypt","May 1997",0,5,4,4,0,5,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"304",3054,"Egypt","Jun 1997",0,0,0,0,0,0,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"305",3055,"Egypt","Jul 1997",0,3,8,8,0,3,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"306",3056,"Egypt","Aug 1997",0,3,10,10,0,3,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"307",3057,"Egypt","Sep 1997",0,2,5,5,0,2,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"308",3058,"Egypt","Oct 1997",0,4,5,5,0,4,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"309",3059,"Egypt","Nov 1997",0,3,11,11,0,3,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"310",3060,"Egypt","Dec 1997",0,4,75,75,0,4,0,1208.719901,64892270,8.369999886,72613.56349,1.447518851,43.73824746,2450,35,0,0,3,1,0,15,1.179593,0,0,"1997"
"311",3061,"Egypt","Jan 1998",0,2,3,3,0,2,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"312",3062,"Egypt","Feb 1998",0,0,0,0,0,0,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"313",3063,"Egypt","Mar 1998",0,0,0,0,0,0,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"314",3064,"Egypt","Apr 1998",1,4,17,17,0,4,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,1,0,"1998"
"315",3065,"Egypt","May 1998",1,1,2,2,0,1,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,1,0,"1998"
"316",3066,"Egypt","Jun 1998",0,1,5,5,0,1,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"317",3067,"Egypt","Jul 1998",0,0,0,0,0,0,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"318",3068,"Egypt","Aug 1998",0,3,3,3,0,3,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"319",3069,"Egypt","Sep 1998",0,0,0,0,0,0,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"320",3070,"Egypt","Oct 1998",0,0,0,0,0,0,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"321",3071,"Egypt","Nov 1998",0,0,0,0,0,0,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"322",3072,"Egypt","Dec 1998",0,1,2,2,0,1,0,1281.39672,66200269,8.029999733,69400.332,NA,41.927627,2450,35,0,0,3,1,0,14,1.179593,0,0,"1998"
"323",3073,"Egypt","Jan 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"324",3074,"Egypt","Feb 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"325",3075,"Egypt","Mar 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"326",3076,"Egypt","Apr 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"327",3077,"Egypt","May 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"328",3078,"Egypt","Jun 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"329",3079,"Egypt","Jul 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"330",3080,"Egypt","Aug 1999",0,1,0,0,0,1,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"331",3081,"Egypt","Sep 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"332",3082,"Egypt","Oct 1999",1,1,4,4,0,1,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,1,0,"1999"
"333",3083,"Egypt","Nov 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"334",3084,"Egypt","Dec 1999",0,0,0,0,0,0,0,1343.551963,67515591,7.949999809,85746.07463,5.069101191,38.36150845,2450,35,0,0,3,1,0,15,1.179593,0,0,"1999"
"335",3085,"Egypt","Jan 2000",1,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,2,0,"2000"
"336",3086,"Egypt","Feb 2000",0,1,3,3,0,1,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"337",3087,"Egypt","Mar 2000",0,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"338",3088,"Egypt","Apr 2000",0,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"339",3089,"Egypt","May 2000",0,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"340",3090,"Egypt","Jun 2000",0,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"341",3091,"Egypt","Jul 2000",0,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"342",3092,"Egypt","Aug 2000",0,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"343",3093,"Egypt","Sep 2000",0,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"344",3094,"Egypt","Oct 2000",0,0,0,0,0,0,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"345",3095,"Egypt","Nov 2000",0,1,2,2,0,1,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"346",3096,"Egypt","Dec 2000",0,2,0,0,0,2,0,1450.476242,68831561,8.979999542,89898.14521,NA,39.0179359,2450,35,0,0,3,1,0,15,1.179593,0,0,"2000"
"347",3097,"Egypt","Jan 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"348",3098,"Egypt","Feb 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"349",3099,"Egypt","Mar 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"350",3100,"Egypt","Apr 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"351",3101,"Egypt","May 2001",1,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,1,0,"2001"
"352",3102,"Egypt","Jun 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"353",3103,"Egypt","Jul 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"354",3104,"Egypt","Aug 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"355",3105,"Egypt","Sep 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"356",3106,"Egypt","Oct 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"357",3107,"Egypt","Nov 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"358",3108,"Egypt","Dec 2001",0,0,0,0,0,0,0,1391.707846,70152661,9.260000229,84270.2909,0.407575946,39.81042654,2450,35,0,0,3,1,0,14,1.179593,0,0,"2001"
"359",3109,"Egypt","Jan 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"360",3110,"Egypt","Feb 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"361",3111,"Egypt","Mar 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"362",3112,"Egypt","Apr 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"363",3113,"Egypt","May 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"364",3114,"Egypt","Jun 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"365",3115,"Egypt","Jul 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"366",3116,"Egypt","Aug 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"367",3117,"Egypt","Sep 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"368",3118,"Egypt","Oct 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"369",3119,"Egypt","Nov 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"370",3120,"Egypt","Dec 2002",0,0,0,0,0,0,0,1228.937975,71485043,10.01000023,85840.11556,NA,40.98706783,2450,35,0,0,3,1,0,13,1.179593,0,0,"2002"
"371",3121,"Egypt","Jan 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"372",3122,"Egypt","Feb 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"373",3123,"Egypt","Mar 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"374",3124,"Egypt","Apr 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"375",3125,"Egypt","May 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"376",3126,"Egypt","Jun 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"377",3127,"Egypt","Jul 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"378",3128,"Egypt","Aug 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"379",3129,"Egypt","Sep 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"380",3130,"Egypt","Oct 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"381",3131,"Egypt","Nov 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"382",3132,"Egypt","Dec 2003",0,0,0,0,0,0,0,1138.664673,72826097,11.01000023,78340.88109,2.509624558,46.17964072,2450,35,0,0,3,1,0,14,1.179593,0,0,"2003"
"383",3133,"Egypt","Jan 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"384",3134,"Egypt","Feb 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"385",3135,"Egypt","Mar 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"386",3136,"Egypt","Apr 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"387",3137,"Egypt","May 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"388",3138,"Egypt","Jun 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"389",3139,"Egypt","Jul 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"390",3140,"Egypt","Aug 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"391",3141,"Egypt","Sep 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"392",3142,"Egypt","Oct 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"393",3143,"Egypt","Nov 2004",0,2,34,34,0,2,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"394",3144,"Egypt","Dec 2004",0,0,0,0,0,0,0,1063.003663,74172073,10.31999969,73513.84268,1.51507182,57.81990521,2450,35,0,0,3,1,0,12,1.179593,0,0,"2004"
"395",3145,"Egypt","Jan 2005",0,1,1,1,0,1,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"396",3146,"Egypt","Feb 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"397",3147,"Egypt","Mar 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"398",3148,"Egypt","Apr 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"399",3149,"Egypt","May 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"400",3150,"Egypt","Jun 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"401",3151,"Egypt","Jul 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"402",3152,"Egypt","Aug 2005",0,1,88,88,0,1,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"403",3153,"Egypt","Sep 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"404",3154,"Egypt","Oct 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"405",3155,"Egypt","Nov 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"406",3156,"Egypt","Dec 2005",0,0,0,0,0,0,0,1187.51969,75523569,11.19999981,55984.12009,0.463083102,62.95264624,2450,35,0,0,3,1,0,13,1.179593,0,0,"2005"
"407",3157,"Egypt","Jan 2006",0,3,36,28,8,2,1,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"408",3158,"Egypt","Feb 2006",1,1,1,1,0,1,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,1,0,"2006"
"409",3159,"Egypt","Mar 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"410",3160,"Egypt","Apr 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"411",3161,"Egypt","May 2006",0,1,1,1,0,1,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"412",3162,"Egypt","Jun 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"413",3163,"Egypt","Jul 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"414",3164,"Egypt","Aug 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"415",3165,"Egypt","Sep 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"416",3166,"Egypt","Oct 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"417",3167,"Egypt","Nov 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"418",3168,"Egypt","Dec 2006",0,0,0,0,0,0,0,1398.190624,76873663,10.48999977,51260.26179,NA,61.51853651,2450,35,0,0,3,1,0,13,1.179593,0,0,"2006"
"419",3169,"Egypt","Jan 2007",0,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,0,0,"2007"
"420",3170,"Egypt","Feb 2007",0,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,0,0,"2007"
"421",3171,"Egypt","Mar 2007",0,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,0,0,"2007"
"422",3172,"Egypt","Apr 2007",1,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,1,0,"2007"
"423",3173,"Egypt","May 2007",0,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,0,0,"2007"
"424",3174,"Egypt","Jun 2007",0,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,0,0,"2007"
"425",3175,"Egypt","Jul 2007",0,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,0,0,"2007"
"426",3176,"Egypt","Aug 2007",1,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,1,0,"2007"
"427",3177,"Egypt","Sep 2007",0,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,0,0,"2007"
"428",3178,"Egypt","Oct 2007",0,0,0,0,0,0,0,1667.843721,78232126,8.800000191,52676.69841,0.155485447,65.07787325,2450,35,0,0,3,1,0,13,1.179593,0,0,"2007"
